"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://anhart.ca/_next/static/media/expert-consultation-320x180.097521c0.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","14134","14134","14134","5.414","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.169","Tue, 02 Dec 2025 19:34:54 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/media/expert-consultation-320x180.097521c0.webp","2025-12-02 11:34:55"
"https://anhart.ca/_next/static/chunks/417b62aa518266cc.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.258","Tue, 02 Dec 2025 00:15:11 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/chunks/417b62aa518266cc.js","2025-12-02 11:34:55"
"https://anhart.ca/blog","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Blog | Anhart","13","114","Insights, news, and updates about affordable housing in Canada from Anhart.","75","483","","0","Anhart Blog","11","Stay Updated","12","","0","","","","","https://anhart.ca/","","","","","","48987","9368","9368","3.589","","34","8","4.250","63.180","Normal","3.585","1","0","","28","14","0","100.000","18","8","0","13","5","0","","","","","d68dda621d3694565392ab6e6b25a31b","0.114","","","","","en-CA","1.1","","","","","","https://anhart.ca/blog","2025-12-02 11:34:55"
"https://anhart.ca/_next/static/chunks/c5a0a29ddcce4c1c.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.103","Tue, 02 Dec 2025 14:36:03 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/chunks/c5a0a29ddcce4c1c.js","2025-12-02 11:34:55"
"https://anhart.ca/images/anhart-logo-text.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","25045","25045","25045","9.594","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.275","Tue, 02 Dec 2025 14:36:02 GMT","","","","","1.1","","","","","","https://anhart.ca/images/anhart-logo-text.png","2025-12-02 11:34:55"
"https://anhart.ca/_next/static/chunks/2e0411049ca5203d.css","text/css; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.256","Tue, 02 Dec 2025 14:36:02 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/chunks/2e0411049ca5203d.css","2025-12-02 11:34:55"
"https://anhart.ca/_next/static/chunks/b50f6daeb734993d.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.233","Tue, 02 Dec 2025 14:36:02 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/chunks/b50f6daeb734993d.js","2025-12-02 11:34:55"
"https://anhart.ca/_next/static/chunks/2008cdb28778b2b4.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.232","Tue, 02 Dec 2025 14:36:03 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/chunks/2008cdb28778b2b4.js","2025-12-02 11:34:55"
"https://anhart.ca/_next/static/chunks/e311f20fb6a4d71f.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.234","Tue, 02 Dec 2025 00:15:12 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/chunks/e311f20fb6a4d71f.js","2025-12-02 11:34:55"
"https://anhart.ca/_next/static/chunks/19cf983374b2db16.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.239","Tue, 02 Dec 2025 00:15:11 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/chunks/19cf983374b2db16.js","2025-12-02 11:34:56"
